"Algebra","Equations","Solving for a variable with one equation",,,,,"No Pic",,"11","find \(x:\) $$ 3\sqrt{14-x}=3\sqrt{10} $$","6148","1","2","3","4","5","4","11","1",,,,,,,
"Algebra","Equations","Solving for a variable with one equation","Combining like terms",,,,"No Pic",,"102","A lemonade stand sells drinks for  <span>&#36;</span>2.50 each. Each glass of lemonade costs  <span>&#36;</span>0.25 to make and the stand itself costed a one time charge of  <span>&#36;</span>50.00 to start. How many glasses need to be sold for the total profit to equal the number of glasses sold. ",,"25","30","40","45","50","40","12","1",,,,,,,
"Algebra","Equations","Solving for a variable with one equation","Combining like terms",,,,"No Pic",,"91","find \(x:\) $$\frac{3}{2}x=14-2x$$","113","0","2","4","6","8","4","12","<p> Like solving all algebraic equations with one variable, the goal is to isolate \(x\) to one side of the equals sign. However, this case is a bit trickier than usual because \(x\) there is a term with \(x\) on both sides of the equals sign. Before isolating \(x\) from other terms or coefficients, we need to combine the \(x\) terms. You can move either of the \(x\) terms to the other side to have both \(x\) terms on the same side. To keep things positive I will move the \(-2x\) term from the right side to the left side of the equals sign. To cancel the \(-2x\) on the right side, add \(2x\) to both sides of the equation. $$\frac{3}{2}x+2x=14$$ This simplifies to $$\frac{7}{2}x=14$$ Now we have one coefficient,\(\frac{7}{2}\) that still needs to be canceled. To cancel a coefficient of \(x\) you can divide by the coefficient. We can divide both sides of the equation by \(\frac{7}{2}\). This is also the equivalent of multiplying both sides by the reciprocal of \(\frac{7}{2}\) $$\frac{7}{2}x\frac{2}{7}=\frac{2}{7}14$$ This simplifies to $$\boxed{x=4}$$</p>",,,,"Friday Material",,,
"Algebra","Equations","Solving for a variable with one equation",,,,,"No Pic",,"98","Selena is twice as old as Ashani. If Ashani and Selena's ages add up to 54, how old is Selena?",,"12","18","24","30","36","36","13","1",,,,,,,
"Algebra","Equations","Solving for a variable with one equation",,,,,"No Pic",,"97","Amoy pays \(25\)% of her income to taxes. She pays <span>&#36;</span>25.00. How much income did she have?",," <span>&#36;</span>0"," <span>&#36;</span>25"," <span>&#36;</span>50"," <span>&#36;</span>75"," <span>&#36;</span>100"," <span>&#36;</span>100","14","1",,,,,,,
"Algebra","Equations","Solving for a variable with one equation",,,,,"No Pic",,"96","A taxi charges a flat starting fee of <span>&#36;</span>3.00 and another <span>&#36;</span>0.50 for each additional mile. If Lloyd takes a trip in the taxi and is charged a total of <span>&#36;</span>8.50, how many miles did he travel?",,"5.5","7","9","11","12.5","11","15","1",,,,,,,
"Algebra","Equations","Solving for a variable with one equation",,,,,"No Pic",,"106","A taxi charges<span>&#36;</span>3.00 for the first mile and <span>&#36;</span>0.50 for each additional mile. If Lloyd's son takes a trip in the taxi and is charged a total of <span>&#36;</span>8.50, how many miles did he travel?",,"6.5","8","10","12","13.5","12","15","1",,,,,,,
"Algebra","Equations","Solving for a variable with one equation",,,,,"No Pic",,"94","The sum of three consecutive integers is 282. What is the first number in the sequence plus the last number in the sequence?",,"93","185","187","196","279","93","16","1",,,,,,,
"Algebra","Equations","Solving for variables with Two equations",,,,,"No Pic",,"12","find \(x\) and \(y:\) $$ \begin{gather} y=5 \\  2x-y=15 \end{gather} $$","338","1","2","3","4","5","5","17","1",,,,,,,
"Algebra","Equations","Solving for variables with Two equations",,,,,"No Pic",,"101","Aaliyah spends  <span>&#36;</span>16.00 on a cake and a venue for her birthday party. She spent three times as much on the venue than she did on the cake. How much did she spend on the cake?","154","4","7","9","12","15","12","17","1",,,,,,,
"Algebra","Equations","Solving for variables with Two equations",,,,,"No Pic",,"113"," <span>&#36;</span>32 is spent on a new bridge. The amount spent on steel was   <span>&#36;</span>10 less than the amount spent on everything else combined. How much was spent on steel?",,"11","21","12","22","8","11","17","1",,,,,,,
"Algebra","Equations","Solving for variables with Two equations",,,,,"No Pic",,"13","find \(x\) and \(y:\) $$ \begin{gather} x+y=2 \\  y=x \end{gather} $$","119","1","2","3","4","5","4","18","1",,,,,,,
"Algebra","Equations","Solving for variables with Two equations",,,,,"No Pic",,"14","find \(x\) and \(y:\) $$ \begin{gather} 3x+12y=975\\  x+y=100 \end{gather} $$","122","1","2","3","4","5","1","19","1",,,,,,,
"Algebra","Equations","Solving for variables with Two equations",,,,,"No Pic",,"114","Shiva spends  <span>&#36;</span>10 a day on living expenses. Today, she has half as much money as she had  a week ago (7 days ago). How much money does she have now?",,"100","90","80","70","60","70","19","1",,,,,,,
"Algebra","Equations","Solving for variables with Two equations",,,,,"No Pic",,"15","find \(x\) and \(y:\) $$ \begin{gather} 6x=4y\\  6x+4y=24 \end{gather} $$",,"1","2","3","4","5","3","20","1",,,,,,,
"Algebra","Equations","Solving for variables with four equations",,,,,"No Pic",,"93","<div id=""content-wrapper"">
      <div id=""content"">
        <div class=""textTable"">
          <strong> Quantity A</strong></p>Five less than twice \(x\)
        </div>
        <div class=""textTable"">
          <strong> Quantity B</strong></p>Twice what is five less than \(x\)
        </div>
      </div>
    </div>","79","1","2","3","4","5","3","21","1","GRE",,,,,,
"Algebra","Equations","Subtraction of expressions",,,,,"No Pic",,"16","Simplify the expression: $$2a+(4a-10b)+2(10c-5c)+\frac{12a^2}{3a}$$",,"1","2","3","4","5","1","22","1",,,,,,,
"Algebra","Equations","Subtraction of expressions",,,,,"No Pic",,,,"79","1","2","3","4","5","1","23","1",,,,,,,
"Algebra","Equations","Fraction bars as grouping symbols",,,,,"No Pic",,"17","Simplify the expression: $$\frac{1-1}{3}-\frac{a+1}{2}$$","2184","1","2","3","4","5","1","24","1",,,,,,,
"Algebra","Quadratic Equations","Distributing",,,,,"No Pic",,"18","Distribute: $$5(x-5)$$","5583","1","2","3","4","5","2","25","1",,,,,,,
"Algebra","Quadratic Equations","Factoring",,,,,"No Pic",,"19","Factor: $$x^2+x$$","5583","1","2","3","4","5","2","26","1",,,,,,,
"Algebra","Quadratic Equations","Factoring",,,,,"No Pic",,"20","Factor: $$4x+2y$$","144","1","2","3","4","5","5","27","1",,,,,,,
"Algebra","Quadratic Equations","Factoring",,,,,"No Pic",,"21","Factor: $$10xy^2-20x^2y^3$$",,"1","2","3","4","5","3","28","1",,,,,,,
"Algebra","Quadratic Equations","Factoring quadratic equations","a=1",,,,"No Pic",,"22","Factor the quadratic: $$x^2+7x+10$$",,"1","2","3","4","5","5","29","1",,,,,,,
"Algebra","Quadratic Equations","Factoring quadratic equations","a=1",,,,"No Pic",,"23","Factor the quadratic: $$x^2+9x-22$$",,"1","2","3","4","5","3","30","1",,,,,,,
"Algebra","Quadratic Equations","Factoring quadratic equations","a=1",,,,"No Pic",,"24","Factor the quadratic: $$x^2-12x+32$$",,"1","2","3","4","5","1","31","1",,,,,,,
"Algebra","Quadratic Equations","Factoring quadratic equations","|a|>1",,,,"No Pic",,"25","Factor the quadratic: $$2x^2-13x-24$$",,"1","2","3","4","5","5","32","1",,,,,,,
"Algebra","Quadratic Equations","Factoring quadratic equations","|a|>1",,,,"No Pic",,"26","Factor the quadratic: $$5x^2-x-4$$","12633","1","2","3","4","5","1","33","1",,,,,,,
"Algebra","Quadratic Equations","Solving quadratic equations","a=1",,,,"No Pic",,"27","find \(x:\) $$x^2-4x+4=0$$","5583","1","2","3","4","5","1","34","1",,,,,,,
"Algebra","Quadratic Equations","Solving quadratic equations","|a|>1",,,,"No Pic",,"28","find \(x:\) $$2x^2+9x+4=0$$",,"1","2","3","4","5","1","35","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL",,,,"No Pic",,"29","Multiply the binomials: $$(a+b)(a+b)$$",,"1","2","3","4","5","2","36","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL",,,,"No Pic",,"30","Multiply the binomials: $$(a+b)^2$$",,"1","2","3","4","5","3","37","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL",,,,"No Pic",,"31","Multiply the binomials: $$(a+5)^2$$",,"1","2","3","4","5","1","38","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL",,,,"No Pic",,"32","Multiply the binomials: $$(a+b)(a-b)$$",,"1","2","3","4","5","5","39","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL",,,,"No Pic",,"33","Multiply the binomials: $$(a+5)(a-5)$$",,"1","2","3","4","5","3","40","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL",,,,"No Pic",,"34","Multiply the binomials: $$(a+b)(c+d)$$",,"1","2","3","4","5","4","41","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL with square roots",,,,"No Pic",,"35","Multiply the binomials: $$\left(\sqrt{x}+b\right)^2$$",,"1","2","3","4","5","4","42","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL with square roots",,,,"No Pic",,"36","Multiply the binomials: $$\left(\sqrt{x}+5\right)\left(\sqrt{x}-4\right)$$",,"1","2","3","4","5","1","43","1",,,,,,,
"Algebra","Quadratic Equations","Using FOIL","Using FOIL with square roots",,,,"No Pic",,"37","Multiply the binomials: $$\left(\sqrt{5}+x\right)\left(\sqrt{5}-x\right)$$",,"1","2","3","4","5","1","44","1",,,,,,,
"Algebra","Quadratic Equations","One real solution Quadratics",,,,,"No Pic",,"48","find \(y:\) $$(y-3)^4$$",,"1","2","3","4","5","2","45","1",,,,,,,
"Algebra","Quadratic Equations","Two real solutions Quadratics","Both Solutions True",,,,"No Pic",,"49","find \(x:\) $$\begin{gather} x^2-7x+12=0 \\  x > 3 \end{gather}$$","5998","1","2","3","4","5","3","46","1",,,,,,,
"Algebra","Quadratic Equations","Two real solutions Quadratics","Only One Solution True",,,,"No Pic",,"50","find \(z:\) $$\begin{gather} z^2-7x-30=0 \\  z > 0 \end{gather}$$","5566","1","2","3","4","5","3","47","1",,,,,,,
"Algebra","Quadratic Equations","Two real solutions Quadratics","Only One Solution True",,,,"No Pic",,,,"12670","1","2","3","4","5","3","47","1",,,,,,,
"Algebra","Quadratic Equations","Two real solutions Quadratics","Only One Solution True",,,,"No Pic",,,,"12633","1","2","3","4","5","3","48","1",,,,,,,
"Algebra","Quadratic Equations","Two real solutions Quadratics","Only One Solution True",,,,"No Pic",,,,"120","1","2","3","4","5","3","49","1",,,,,,,
"Algebra","Quadratic Equations","Zero in the denominator",,,,,"No Pic",,"51","find \(x:\) $$\frac{x^2+5x+4}{x+1}=0$$",,"1","2","3","4","5","1","50","1",,,,,,,
"Algebra","Quadratic Equations","Zero in the denominator",,,,,"No Pic",,"52","find \(x:\) $$\frac{(x+3)(x-4)}{x-4}=0$$",,"1","2","3","4","5","1","51","1",,,,,,,
"Algebra","Quadratic Equations","The three special products","(a+b)^2",,,,"No Pic",,"38","Factor the quadratic: $$x^2+2xy+y^2$$",,"1","2","3","4","5","3","52","1",,,,,,,
"Algebra","Quadratic Equations","The three special products","(a+b)(a-b)",,,,"No Pic",,"39","Factor the quadratic: $$x^2-y^2$$",,"1","2","3","4","5","3","53","1",,,,,,,
"Algebra","Quadratic Equations","The three special products","(a-b)^2",,,,"No Pic",,"40","Factor the quadratic: $$x^2-2xy+y^2$$",,"1","2","3","4","5","1","54","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Inequalities",,,,"No Pic",,,,"1055","1","2","3","4","5","3","55","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Inequalities",,,,"No Pic",,,,"5566","1","2","3","4","5","3","56","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality addition and subtraction",,,"No Pic",,"56","Isolate \(x\) in the inequality: $$11-x > 4$$","5566","1","2","3","4","5","1","57","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality addition and subtraction",,,"No Pic",,"57","Isolate \(x\) in the inequality: $$23+x\geq 35$$","107","1","2","3","4","5","1","58","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality addition and subtraction",,,"No Pic",,"58","Isolate \(x\) in the inequality: $$-4-x\leq 0$$","5583","1","2","3","4","5","3","59","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality multiplication and division",,,"No Pic",,"59","Isolate \(x\) in the inequality: $$2x > 2$$","107","1","2","3","4","5","1","60","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality multiplication and division",,,"No Pic",,"60","Isolate \(x\) in the inequality: $$4x < 20$$","107","1","2","3","4","5","1","61","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality multiplication and division","flip the greater than sign",,"No Pic",,"61","Isolate \(x\) in the inequality: $$-x\geq 0$$","5583","1","2","3","4","5","3","62","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality multiplication and division","flip the greater than sign",,"No Pic",,"62","Isolate \(x\) in the inequality: $$13-6x < 29$$$",,"1","2","3","4","5","3","63","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Cleaning up inequalities","Inequality multiplication and division","flip the greater than sign",,"No Pic",,"63","Isolate \(y\): $$\frac{-4}{y}+12\leq3$$",,"1","2","3","4","5","3","64","1",,,,,,,
"Algebra","Inequalities and absolute value","Inequalities","Quadratic inequality",,,,"No Pic",,"64","Isolate \(x\): $$x^2+9 > 0$$",,"1","2","3","4","5","2","65","1",,,,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line",,,,,"No Pic",,"78","Simplify the expression: $$\mid 3 \mid $$",,"1","2","3","4","5","4","66","1",,,,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line",,,,,"No Pic",,"79","Simplify the expression: $$\mid -5 \mid $$",,"1","2","3","4","5","4","67","1",,,,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line",,,,,"No Pic",,"80","Simplify the expression: $$\mid 6-5 \mid $$",,"1","2","3","4","5","4","68","1",,,,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line",,,,,"No Pic",,"81","Simplify the expression: $$\mid 5-6 \mid $$",,"1","2","3","4","5","4","69","1",,,,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line",,,,,"No Pic",,"82","Simplify the expression: $$-1\mid 5-6 \mid $$",,"1","2","3","4","5","4","70","1",,,,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line","Solving Absolute Value Equations",,,,"No Pic",,"83","Solve for \(z:\) $$\mid z \mid=10 $$","108","-3","-1","1","3","5","-3","71","1",,"1",,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line","Solving Absolute Value Equations",,,,"No Pic",,"84","Solve for \(x:\) $$-6\times \mid 2x-3\mid=-30$$",,"-2","-1","2","3","4","4","72","1",,"1",,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line","Solving Absolute Value Equations",,,,"No Pic",,"85","solve for \(y:\) $$10\times \mid 2y-14\mid=80$$",,"1","2","3","4","5","4","73","1",,"1",,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line","Solving absolute value inequalities",,,,"No Pic",,"86","solve for \(y:\) $$$\mid y \mid > 5$$$",,"1","2","3","4","5","4","74","1",,"1",,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line","Solving absolute value inequalities",,,,"No Pic",,"87","solve for \(x:\) $$\mid -7+x \mid \leq12$$",,"1","2","3","4","5","4","75","1",,"1",,,,,
"Algebra","Inequalities and absolute value","Absolute value - distance on the number line","Solving absolute value inequalities",,,,"No Pic",,"88","solve for \(x:\) $$-2\times\mid -x-(-4) \mid \geq 22$$",,"1","2","3","4","5","4","76","1",,"1",,,,,
"Algebra","Inequalities and absolute value","Manipulating compound inequalities",,,,,"No Pic",,"89","Isolate y: $$x \leq 2y-4 < z$$",,"1","2","3","4","5","1","77","1",,,,,,,
"Algebra","Inequalities and absolute value","Using extreme values",,,,,"No Pic",,,,,"1","2","3","4","5","4","78","1",,,,,,,
"Algebra","Inequalities and absolute value","Optimization problems",,,,,"No Pic",,,,,"1","2","3","4","5","3","79","1",,,,,,,
"Algebra","Formulas and functions","Plug in formulas",,,,,"No Pic",,,,,"1","2","3","4","5","4","80","1",,,,,,,
"Algebra","Formulas and functions","Strange symbol formulas",,,,,"No Pic",,,,,"1","2","3","4","5","4","81","1",,,,,,,
"Algebra","Formulas and functions","Formulas with unspecified amounts",,,,,"No Pic",,,,,"1","2","3","4","5","3","82","1",,,,,,,
"Algebra","Formulas and functions","Sequence Formulas: direct and recursive",,,,,"No Pic",,"94","The sum of three consecutive integers is \(282\). What is the first number plus the last number in the sequence","14","1","2","3","4","5","1","83","1",,,,,,,
"Algebra","Formulas and functions","Sequences and patterns",,,,,"No Pic",,,,,"1","2","3","4","5","4","84","1",,,,,,,
"Algebra","Formulas and functions","Functions","Compound functions",,,,"No Pic",,"71","A triangle has an area of \(x\). If the base of the triangle is multiplied by 2, what is the area of the resulting triangle in terms of \(x\)?","4734","4x","2x","x",".5x","0","2x","85","<p>The area of a triangle is $$bh\frac{1}{2}$$ If the new b, call it \(b^\prime\) is equal to 2b then, new area is$$b^\prime  h \frac{1}{2}=2bh\frac{1}{2}=2x$$ In the last step we substitute 2b for \(b^\prime\) and x for \(bh\frac{1}{2}\) since that is given when the question says that the new base is the old base multiplied by 2 and \(x\) is the area of the triangle.</p> ",,,,,,"Kevin",
"Algebra","Formulas and functions","Functions","Compound functions",,,,"No Pic",,"72","A line segment has length \(x\). If the segment is increased by a factor of 2, what is the length of the new line segment in terms of \(x\)","12651","4x","2x","x",".5x","0","2x","86","<p>This is pretty straight forward. The segment equals \(x\) The segment is multiplied by two. In terms of \(x\) it is now \(2x\)</p>      ",,,,,,"Kevin",
"Algebra","Formulas and functions","Functions","Compound functions",,,,"No Pic",,"73","If a weight is added to a coin so that  the chances of landing on heads is decreased by 50%, what are the chances of flipping the coin twice and landing on heads both times?",,"1","1/2","1/4","1/8","1/16","1/16","87","<p>To decrease something by 50% is to multiply it by 0.5. If a regular coin has a fifty percent chance of landing on heads and now we decrease that by 50% then the new chance of landing on heads is \(0.5(0.5)=0.25\). Next part of the question is an ""and"" probability. The probability of two independent events is the probability of one times the probability of the other. $$0.25\cdot 0.25=\left(\frac{1}{4}\right^2=\frac{1}{16}$$ </p> ",,,,,,"Kevin",
"Algebra","Formulas and functions","Functions","Compound functions",,,,"No Pic",,"74","Rectangle ABCD has area \(x\). If a new rectangle is made with a width equal to half the width of rectangle ABCD and a length equal to half the length of rectangle ABCD, what is the area of the new rectangle in terms of x?",,"x",".5x",".25x",".005x",".001x",".25x","88","<p>Let the old rectangle's length and width be \(w\) and \(l\). We have given: $$wl=x$$ Now, new \(w\) or \(w^\prime = 0.5w\) and new \(l\) or \(l^\prime=0.5l\). The area of the new rectangle is \(w^\prime l^\prime =newArea\) Substitute the old values in for the new values using the above equations and we have \(0.5w0.5l=newArea\) This simplifies to \(0.25wl=newArea\) We are given that \(wl=x\) so substitute \(x\) into the previous equation and we have \(newArea=0.25x\)</p>  ",,,,,,"Kevin",
"Algebra","Formulas and functions","Functions","Compound functions",,,,"No Pic",,"75","A square cake with a side equal to 1ft is cut into equal square pieces. Each square piece has 3 inch sides. If one piece is given to each child at a party and there are no leftovers, how many kids were at the party?",,"9","12","16","24","28","16","89","<p>1 square ft is 12in by 12 in. Therefore: \(1ft^2=144in^2\). If each piece  is 3in by 3in then each piece is \(9in^2\). The total square inches of cake divided by the area of each piece is $$\frac{144}{9}=16$$. Note: \(1ft=12in\: 1ft^2=144in^2 \: 1ft^3=1728in^3\) See a pattern? This is because each time we increase a dimension we have to multiply by the conversion rate again. I.e. the volume of a cube with sides equal to 1ft is \(1\cdot1\cdot1=1\) but in inches that is \(12\cdot12\cdot12=1728\) So a cube with volume equal to \(1ft^3\) has volume equal to \(1728in^3\)</p>",,,,,,"Kevin",
"Algebra","Formulas and functions","Functions","Compound functions",,,,"No Pic",,"76","A square has area equal to \(x\). The diagonal of the square is increased by 10%.What is the new area of the square in terms of \(x\)?",,".221x",".721x","x","1.21x","1.71x","1.21x","90","<p>The diagonal of a square is the hypotenuse of a 45-45-90 degree right triangle formed by two sides of the square and the diagonal. Therefore, the diagonal of a square is equal to a side times the square root of two. $$D=S\sqrt{2}$$ Solve for \(S\) to get $$S=\frac{D}{\sqrt{2}}$$If \(D\) is increased by 10% that means it is multiplied by 1.1 If we multiply the right side of the above equation we have to multiply the left so our new side is 1.1 times the old side: $$1.1S=\frac{1.1D}{\sqrt{2}}$$ The new area is therefore \(1.1^2S^2\) Since the old area was equal to \(x\), that implies \(S^2=x\) the new area is therefore $$1.1^2x=1.21x$$</p>   ",,,,,,"Kevin",
"Algebra","Formulas and functions","Functions","Functions with unknown constants",,,,"No Pic",,,,,"1","2","3","4","5","3","91","1",,,,,,,
"Algebra","Formulas and functions","Functions","Function graphs",,,,"No Pic",,,,,"1","2","3","4","5","4","92","1",,,,,,,
"Algebra","Formulas and functions","Functions","numerical substitution",,,,"No Pic",,,,,"1","2","3","4","5","1","93","1",,,,,,,
"Algebra","Formulas and functions","Functions","variable substitution",,,,"No Pic",,,,,"1","2","3","4","5","4","94","1",,,,,,,
"Geometry","Geometry problem solving","Using equations to solve geometry problems",,,,,"../QuestionPics/Q66.png","1","66","ABCD is a rectangle with perimeter equal to 22 inches. find \(x:\).",,"1","2","3","4","5","4","95","1",,,,,,,
"Geometry","Triangles and diagonals","Perimeter",,,,,"../QuestionPics/Q53.png","1","53","Find the perimeter of triangle ABC",,"1","2","3","4","5","3","96","1",,,,,,,
"Geometry","Triangles and diagonals","Area",,,,,"../QuestionPics/Q54.png","1","54","Find the area of triangle ABC",,"1","2","3","4","5","3","97","1",,,,,,,
"Geometry","Triangles and diagonals","Area",,,,,"../QuestionPics/Q92.png","1","92","ETS:",,"1","2","3","4","5","3","98","1","GRE",,,,,,
"Geometry","Triangles and diagonals","Right triangles","Applications of Pythagorean theorem","Distance","2 dimensional","Coordinate plane","../QuestionPics/Q55.png","1","55","On the xy-coordinate plane, find the distance between point A (0,0) and B (6,8)",,"1","2","3","4","5","1","99","1",,,,,,,
"Geometry","Triangles and diagonals","Right triangles","Applications of Pythagorean theorem","Distance","2 dimensional","Real world","No Pic",,,,,"1","2","3","4","5","4","100","1",,,,,,,
"Geometry","Triangles and diagonals","Right triangles","Applications of Pythagorean theorem","Distance","3 dimensional","Real world","../QuestionPics/Q65.png","1","65","A cube has sides of length a. Find the length of the diagonal of the cube.",,"1","2","3","4","5","3","101","1",,,,,,,
"Geometry","Triangles and diagonals","Right triangles","Applications of Pythagorean theorem","Length of a side",,,"../QuestionPics/Q1.png","1","1","Triangle ABC is a right triangle. AB=3, BC=4. Find AC?","5999","1","2","3","4","5","4","102","1",,,,,,,
"Geometry","Triangles and diagonals","Right triangles","Applications of Pythagorean theorem","Length of a side",,,"No Pic",,,,"99","1","2","3","4","5","4","103","1",,,,,,,
"Geometry","Triangles and diagonals","Right triangles","Applications of Pythagorean theorem","Pythagorean triples",,,"../QuestionPics/Q77.png","0","77","Glenmore walks 4 miles headed north. He then turns 90 degrees to the right and walks 3 more miles headed East. After walking, how many miles is Glenmore from his starting point?",,"1","2","3","4","5","3","104","1",,,,,,,
